vendor_id,vendor_performance_variability,shipping_route,warehouse_location,transportation_mode,political_instability_index,weather_condition_severity,disruption_occurred
V106,4.99,US-Asia,Shanghai,Air,2.56,8.08,1
V103,0.12,Africa-Europe,Berlin,Rail,1.97,9.66,0
V101,0.09,Europe-US,Dubai,Sea,0.16,6.36,0
V101,3.57,Asia-Europe,Berlin,Rail,5.37,7.82,1
V105,9.26,Europe-US,New York,Air,5.61,5.33,1
V105,2.29,MiddleEast-Asia,Singapore,Air,3.84,6.25,0
V106,6.34,MiddleEast-Asia,Mumbai,Sea,2.69,9.88,1
V102,2.22,Africa-Europe,New York,Rail,6.52,4.38,1
V103,3.22,Africa-Europe,Singapore,Sea,1.35,0.66,0
V103,8.48,US-Asia,New York,Rail,5.19,9.57,1
V106,7.29,US-Asia,Dubai,Air,7.68,7.93,1
V104,0.95,MiddleEast-Asia,Mumbai,Rail,1.64,3.98,0
V102,4.29,Asia-Europe,New York,Air,7.53,9.82,1
V106,0.29,Europe-US,Dubai,Air,7.61,3.46,0
V102,4.81,US-Asia,Mumbai,Road,0.6,3.72,0
V102,6.62,US-Asia,Shanghai,Road,0.19,6.1,1
V102,1.19,Asia-Europe,Dubai,Rail,9.74,2.74,1
V106,2.89,Asia-Europe,Berlin,Air,1.93,6.99,0
V103,3.98,Africa-Europe,Mumbai,Sea,8.22,1.53,1
V103,9.2,Europe-US,New York,Air,5.62,1.08,1
V102,9.93,Asia-Europe,Singapore,Sea,2.64,5.35,1
V104,0.45,US-Asia,New York,Rail,1.3,5.55,0
V101,7.61,US-Asia,Berlin,Rail,4.97,1.07,1
V106,3.72,MiddleEast-Asia,Berlin,Sea,4.07,9.64,1
V101,3.92,Asia-Europe,New York,Sea,6.99,5.73,1
V104,7.54,Africa-Europe,Singapore,Air,9.04,1.51,1
V106,9.18,Europe-US,Mumbai,Rail,8.05,3.11,1
V102,9.51,Africa-Europe,Dubai,Air,2.74,8,1
V103,5.77,US-Asia,Berlin,Sea,8.79,5.23,1
V101,3.57,Africa-Europe,Berlin,Road,8.33,1.88,1
V105,7.88,US-Asia,Berlin,Road,9.29,1.03,1
V105,2.51,US-Asia,Singapore,Road,4.59,4.31,0
V104,5.64,US-Asia,Shanghai,Sea,7.69,3.37,1
V102,3.59,US-Asia,Singapore,Air,5.92,6.56,1
V101,6.57,US-Asia,Mumbai,Rail,3.11,9.25,1
V102,2.4,MiddleEast-Asia,Mumbai,Sea,9.94,2.48,1
V101,1.92,Africa-Europe,Mumbai,Road,0.38,8.55,0
V104,9.18,MiddleEast-Asia,Mumbai,Air,1.62,9.2,1
V104,1.02,MiddleEast-Asia,Mumbai,Rail,8.93,9.02,1
V105,5.06,Asia-Europe,New York,Rail,0.61,9.52,1
V102,2.21,Asia-Europe,Berlin,Sea,8.87,8.42,1
V106,0.39,Asia-Europe,Singapore,Sea,7.15,5.93,1
V105,0.36,Europe-US,New York,Rail,0.37,4.1,0
V102,1.75,Asia-Europe,Singapore,Rail,4.29,4.92,0
V105,8.67,Africa-Europe,Shanghai,Road,7.54,8.73,1
V106,2.82,MiddleEast-Asia,Dubai,Rail,5.83,3.01,0
V103,9.5,Africa-Europe,Berlin,Sea,9.36,1.59,1
V103,5.82,Asia-Europe,Shanghai,Air,8.68,1.41,1
V103,4.37,Europe-US,New York,Road,3.33,8.27,1
V103,5.8,Europe-US,Dubai,Road,0.85,7.61,1
V101,5.17,MiddleEast-Asia,Shanghai,Rail,9.44,4.98,1
V103,7.59,Africa-Europe,Singapore,Air,5.17,2.75,1
V106,2.82,US-Asia,Dubai,Road,0.74,6.78,0
V104,3.53,Africa-Europe,Singapore,Sea,8.17,0.38,0
V104,8.94,Asia-Europe,Shanghai,Rail,8.69,5.68,1
V101,9.46,US-Asia,New York,Sea,6.39,3.98,1
V103,8.93,Europe-US,Singapore,Rail,4.48,9.78,1
V103,4.19,MiddleEast-Asia,Dubai,Road,6.62,5.08,1
V103,7.8,MiddleEast-Asia,Shanghai,Rail,7.07,5.52,1
V105,4.76,Europe-US,Singapore,Air,8.93,7.12,1
V102,4.98,Asia-Europe,New York,Sea,9.56,4.85,1
V105,2.05,Europe-US,Berlin,Air,5.14,2.25,0
V102,5.91,Asia-Europe,New York,Sea,7.98,5.37,1
V103,1.86,US-Asia,New York,Sea,9.65,9.44,1
V103,3.32,Europe-US,Berlin,Rail,1.51,4.1,0
V105,8.55,Asia-Europe,New York,Road,0.18,6.8,1
V105,2.07,US-Asia,Berlin,Road,8.69,9.78,1
V102,0.71,Europe-US,Berlin,Air,1.95,8.3,0
V104,0.69,MiddleEast-Asia,Singapore,Rail,0.42,6.59,0
V102,9.41,Europe-US,Singapore,Road,1.6,7.36,1
V105,5.07,Africa-Europe,Berlin,Sea,3.84,9.36,1
V106,4.09,Europe-US,Shanghai,Sea,2.19,9.6,1
V105,8.11,Africa-Europe,Dubai,Rail,3.05,9.69,1
V106,8.36,US-Asia,Shanghai,Air,9.75,6.26,1
V101,3.32,Europe-US,Berlin,Rail,7.04,3.85,1
V105,6.94,US-Asia,Dubai,Air,7.12,1.33,1
V101,7.71,US-Asia,Singapore,Rail,0.95,3.86,1
V104,6.55,Asia-Europe,Dubai,Sea,7.32,9.43,1
V102,1.52,US-Asia,Berlin,Rail,7.39,8.9,1
V106,8.76,US-Asia,Singapore,Road,6.6,5.24,1
V102,5.39,Europe-US,Dubai,Road,2.28,5.37,1
V101,2.82,Europe-US,Dubai,Rail,4.23,3.09,0
V106,4.25,MiddleEast-Asia,Shanghai,Air,8.46,4.55,1
V102,0.38,Asia-Europe,Dubai,Air,6.7,7.14,1
V105,1.28,US-Asia,Berlin,Sea,7.33,4.02,1
V103,7.66,Asia-Europe,Mumbai,Sea,5.87,1.88,1
V101,0,Africa-Europe,Mumbai,Air,4.5,5.41,0
V102,4.17,US-Asia,Mumbai,Rail,7.59,2.25,1
V101,5.23,Asia-Europe,Berlin,Sea,0.68,9.74,1
V101,0.55,MiddleEast-Asia,Mumbai,Air,6.73,3.9,0
V106,9.73,MiddleEast-Asia,Shanghai,Air,9.97,9.1,1
V106,2.26,US-Asia,Berlin,Rail,7.8,2.26,0
V103,3.04,Africa-Europe,Singapore,Road,2.91,1.89,0
V105,3.04,MiddleEast-Asia,Berlin,Air,2.78,6.17,0
V101,2.3,MiddleEast-Asia,Berlin,Sea,6.67,7.79,1
V102,0.01,Africa-Europe,Dubai,Rail,8.96,5.67,1
V104,7.29,Asia-Europe,Dubai,Rail,5.78,2.3,1
V101,9.67,MiddleEast-Asia,Dubai,Rail,5.27,0.38,1
V101,2.24,Europe-US,New York,Road,1.6,6.18,0
V103,6.63,MiddleEast-Asia,Shanghai,Road,7.15,1.31,1
V105,7.42,Asia-Europe,Berlin,Sea,7.02,3.43,1
V104,8.48,Asia-Europe,Berlin,Sea,9.67,6.76,1
V106,4.23,US-Asia,Dubai,Rail,3,0.98,0
V106,3.03,Europe-US,Berlin,Sea,7.56,1.27,0
V102,3.25,Asia-Europe,Singapore,Air,4.34,0.62,0
V104,7.13,Africa-Europe,Berlin,Road,5.58,9.96,1
V106,8.17,Europe-US,Mumbai,Rail,8.16,3.87,1
V102,1.82,Europe-US,Singapore,Rail,2.22,9.06,1
V105,3.71,Africa-Europe,Singapore,Air,3.43,2.94,0
V102,9.02,MiddleEast-Asia,Berlin,Air,7.73,7.53,1
V106,8.07,Africa-Europe,New York,Air,5.7,2.19,1
V103,9.85,Africa-Europe,Dubai,Air,0.92,4.98,1
V103,7.54,MiddleEast-Asia,Shanghai,Rail,4.3,8.25,1
V103,3.93,MiddleEast-Asia,Shanghai,Road,5.87,8.16,1
V106,5.91,MiddleEast-Asia,Mumbai,Road,9.1,7.94,1
V103,6.61,MiddleEast-Asia,Shanghai,Air,1.88,8.24,1
V104,0.78,MiddleEast-Asia,Shanghai,Sea,8.06,2.11,0
V105,5.44,Africa-Europe,Dubai,Rail,1.31,4.82,0
V102,7.09,US-Asia,Dubai,Road,2.42,4.85,1
V102,1.67,US-Asia,New York,Air,2.43,8.91,1
V106,7.81,Asia-Europe,Mumbai,Sea,8.77,2.97,1
V103,5.84,US-Asia,Shanghai,Sea,1.99,9.31,1
V103,9.52,US-Asia,New York,Air,7.87,4.51,1
V101,0.42,Africa-Europe,Mumbai,Rail,4.62,6.7,0
V105,2.65,MiddleEast-Asia,Singapore,Road,9.99,2.69,1
V104,6.02,MiddleEast-Asia,Shanghai,Sea,8.39,4.1,1
V102,2.97,Africa-Europe,Shanghai,Road,7.4,7.1,1
V101,7.14,US-Asia,Dubai,Road,8.71,5.13,1
V101,7.59,Africa-Europe,Berlin,Sea,6.34,9.31,1
V106,1.03,Asia-Europe,Mumbai,Air,8.44,7.37,1
V102,5.14,MiddleEast-Asia,Shanghai,Sea,2.61,5.64,1
V106,5.09,Europe-US,Mumbai,Sea,0.98,8.87,1
V104,3.69,Asia-Europe,New York,Rail,6.16,6.66,1
V101,9.33,Asia-Europe,New York,Road,4.35,6.47,1
V101,8.28,Africa-Europe,Berlin,Air,4.26,2.46,1
V105,6.97,US-Asia,Shanghai,Road,5.27,3.95,1
V104,7.14,MiddleEast-Asia,Dubai,Sea,3.61,6.83,1
V101,4.62,Europe-US,Shanghai,Air,6.26,8.92,1
V104,9.21,Asia-Europe,Mumbai,Air,0.31,3.16,1
V102,6.95,Europe-US,Singapore,Air,9.7,2.15,1
V103,7.29,US-Asia,New York,Air,9.25,5.94,1
V101,8.62,US-Asia,Mumbai,Rail,9.35,0.67,1
V105,2.74,Europe-US,Berlin,Air,3.65,7.15,1
V102,8.07,MiddleEast-Asia,New York,Sea,5.32,7.03,1
V104,1.95,US-Asia,Dubai,Rail,9.54,3.55,1
V106,3.45,Europe-US,New York,Sea,9.02,8.93,1
V102,3.36,Asia-Europe,Singapore,Sea,7.9,5.02,1
V101,9.79,Europe-US,Shanghai,Road,4.07,6.46,1
V104,8.57,Europe-US,Singapore,Air,5.64,2.1,1
V103,7.01,Africa-Europe,Singapore,Air,7.93,4.17,1
V102,7.27,US-Asia,Shanghai,Sea,2.73,8.62,1
V101,5.62,MiddleEast-Asia,New York,Air,6.26,2.13,1
V105,9.47,MiddleEast-Asia,Berlin,Rail,8.28,3.91,1
V106,4.96,Africa-Europe,Shanghai,Road,7.07,3.18,1
V104,3.81,MiddleEast-Asia,Shanghai,Air,4.79,1.51,0
V102,1.63,Europe-US,Dubai,Air,5.85,2.9,0
V102,7.86,Africa-Europe,New York,Rail,9.89,2.33,1
V103,7.34,Asia-Europe,Shanghai,Road,6.02,9.24,1
V103,3.84,US-Asia,Berlin,Rail,7.86,7.41,1
V105,0.25,US-Asia,Mumbai,Sea,7.27,3.16,0
V106,8.39,US-Asia,New York,Sea,7.01,7.63,1
V105,0.11,Europe-US,Dubai,Air,7.16,0.22,0
V101,7.04,Asia-Europe,Singapore,Road,4.54,5.27,1
V101,9.7,Africa-Europe,Shanghai,Sea,4.74,2.5,1
V105,4.38,Africa-Europe,Berlin,Rail,4.68,1.14,0
V106,2.35,US-Asia,New York,Sea,0.33,8.84,0
V105,7.05,Asia-Europe,Berlin,Sea,2.41,1.99,0
V106,8.17,Asia-Europe,Berlin,Rail,1.55,8.22,1
V106,5.46,Asia-Europe,Singapore,Air,8.86,4.13,1
V104,9.67,MiddleEast-Asia,Dubai,Road,2.75,0.14,1
V106,0.52,MiddleEast-Asia,New York,Air,1.38,7.33,0
V103,5.05,US-Asia,Shanghai,Rail,1.2,5.96,0
V106,7.18,Asia-Europe,Dubai,Sea,7,3.44,1
V106,8.63,Asia-Europe,Shanghai,Road,0.06,2.82,0
V106,1.79,Africa-Europe,Mumbai,Air,4.71,0.74,0
V101,8,Africa-Europe,Berlin,Rail,1.19,9.41,1
V103,5.53,US-Asia,Mumbai,Sea,8.5,4.94,1
V103,3.97,Asia-Europe,Berlin,Sea,9.58,0.86,1
V105,1.32,US-Asia,Singapore,Air,9.59,8.69,1
V104,8.65,Africa-Europe,Dubai,Rail,4.42,2.79,1
V106,1.57,Africa-Europe,Shanghai,Sea,6.45,2.04,0
V102,3.1,MiddleEast-Asia,Singapore,Sea,6,2.81,0
V104,2.9,US-Asia,Shanghai,Road,3.5,5.65,0
V104,8.71,US-Asia,Dubai,Sea,4.44,0.74,1
V103,6.73,Asia-Europe,New York,Air,0.64,4.82,0
V104,7.97,Asia-Europe,Mumbai,Rail,7.96,8.96,1
V106,2.5,MiddleEast-Asia,Mumbai,Rail,2.41,1.88,0
V106,6.25,Europe-US,Shanghai,Road,4.61,3.31,1
V101,5.72,Europe-US,Shanghai,Rail,4.81,3.96,1
V106,8.33,Europe-US,Shanghai,Air,5.61,5.86,1
V106,9.06,US-Asia,Dubai,Sea,8.18,9.19,1
V103,0.12,US-Asia,New York,Road,6.92,3.95,0
V106,6.74,Africa-Europe,Mumbai,Rail,6.63,0.69,1
V101,0.52,US-Asia,Singapore,Road,5.27,3.48,0
V102,5.49,US-Asia,Berlin,Road,0.96,1.9,0
V103,2.88,US-Asia,Dubai,Rail,4.02,6.52,1
V102,3.07,MiddleEast-Asia,Mumbai,Road,9.57,0.29,1
V103,3.53,US-Asia,New York,Rail,9.96,2.92,1
V105,6.21,Asia-Europe,Dubai,Air,7.3,5.45,1
V104,3.34,Asia-Europe,Singapore,Rail,2.28,2.77,0
V105,7.33,Africa-Europe,Mumbai,Sea,1.02,5.51,1
V106,4.05,MiddleEast-Asia,Dubai,Rail,4.15,1.15,0
V102,0.68,Asia-Europe,Mumbai,Sea,8.57,9.43,1
V106,7.84,MiddleEast-Asia,Mumbai,Road,7.22,2.91,1
V104,2.86,MiddleEast-Asia,New York,Rail,8.84,9.23,1
V103,4.33,Africa-Europe,Berlin,Sea,6.16,3.26,1
V104,6.85,MiddleEast-Asia,New York,Rail,1.3,7.82,1
V101,3.32,US-Asia,Mumbai,Rail,1.15,2.46,0
V104,0.57,MiddleEast-Asia,Dubai,Rail,0.48,6.7,0
V101,3.74,Africa-Europe,Singapore,Air,5.67,3.24,1
V104,9.44,Africa-Europe,New York,Sea,2.43,5.09,1
V101,6.42,Africa-Europe,Berlin,Air,7.34,6.74,1
V102,6.71,Asia-Europe,Mumbai,Air,6.86,5.89,1
V106,6.32,US-Asia,Singapore,Sea,3.18,5.76,1
V106,1.99,Asia-Europe,New York,Rail,1.77,0.66,0
V105,4.18,Europe-US,New York,Air,1.02,2.49,0
V106,7.51,US-Asia,New York,Air,7.37,5.72,1
V103,1.01,MiddleEast-Asia,New York,Air,4.5,0.18,0
V104,2.78,Africa-Europe,Singapore,Rail,3.24,2.51,0
V105,2.76,Europe-US,Dubai,Air,8.57,2.29,1
V103,4.32,US-Asia,Berlin,Road,5.94,2.5,1
V103,9.8,Asia-Europe,Berlin,Sea,5.18,5.36,1
V101,0.68,Africa-Europe,Mumbai,Road,7.43,5.82,1
V106,5.19,Asia-Europe,Shanghai,Rail,8.16,9.09,1
V102,1.79,US-Asia,Dubai,Air,6.86,3.86,1
V102,9.71,US-Asia,Mumbai,Sea,4.4,9.27,1
V105,1.13,Europe-US,Mumbai,Air,3.79,6.52,0
V102,4.04,MiddleEast-Asia,New York,Rail,7.72,9.13,1
V104,7.38,Asia-Europe,Shanghai,Sea,5.18,8.33,1
V102,7.05,Europe-US,Shanghai,Road,7.04,6.88,1
V105,4.23,Africa-Europe,Dubai,Sea,8.9,3.56,1
V102,3.47,MiddleEast-Asia,Shanghai,Air,9.16,2.41,1
V104,3.98,Europe-US,Mumbai,Sea,2.78,2.22,0
V101,2.64,Asia-Europe,Shanghai,Rail,1.88,9.52,1
V105,2.05,US-Asia,Shanghai,Rail,2.61,9.59,1
V101,4.83,Africa-Europe,Berlin,Sea,7.51,7.25,1
V101,2.69,Asia-Europe,Mumbai,Rail,3.7,8.84,1
V101,2.87,MiddleEast-Asia,Singapore,Rail,1.73,9.19,1
V103,6.57,MiddleEast-Asia,Shanghai,Rail,0.98,5.12,1
V106,9.69,US-Asia,Shanghai,Road,3.27,6.29,1
V103,6.04,US-Asia,New York,Air,1.36,4.19,0
V106,0.77,Africa-Europe,Shanghai,Rail,1.56,4.18,0
V101,0.76,Africa-Europe,Shanghai,Sea,6.84,0.38,0
V105,9.51,US-Asia,Berlin,Rail,0.2,4.34,1
V106,2.97,US-Asia,Mumbai,Road,1.18,6.73,0
V104,0.92,MiddleEast-Asia,Dubai,Sea,8.44,4.22,1
V104,5.99,US-Asia,Mumbai,Air,8.45,8.72,1
V102,6.24,Europe-US,New York,Sea,3.29,3.33,1
V106,6.49,Asia-Europe,Mumbai,Sea,0.88,1.33,0
V105,2.67,US-Asia,Shanghai,Sea,7.05,8.12,1
V103,0.15,Africa-Europe,New York,Sea,3.6,6.74,0
V101,9.65,Europe-US,Mumbai,Rail,0.45,2.42,1
V102,2.51,Africa-Europe,New York,Air,1.58,5.36,0
V104,6.76,Europe-US,Dubai,Rail,1.37,4.02,0
V103,7.07,US-Asia,Mumbai,Road,5.89,9.39,1
V103,6.1,Asia-Europe,Singapore,Road,8.98,6.07,1
V101,3.13,Africa-Europe,Shanghai,Sea,7.93,1.58,1
V106,2.71,Europe-US,New York,Rail,5.47,5.02,1
V104,5.98,MiddleEast-Asia,Singapore,Rail,4.22,8.63,1
V105,8.66,US-Asia,Singapore,Air,6.19,6.71,1
V103,9.47,Asia-Europe,Berlin,Air,4.44,8.42,1
V101,1.06,US-Asia,New York,Air,2.46,2.5,0
V105,1.55,MiddleEast-Asia,Singapore,Rail,6.79,8.88,1
V106,9.45,Asia-Europe,Berlin,Air,8.73,7.56,1
V104,7.37,MiddleEast-Asia,Singapore,Air,3.73,7.29,1
V106,8.83,US-Asia,Shanghai,Air,8.42,3.47,1
V103,2.03,Europe-US,Dubai,Sea,4.31,8.88,1
V105,5.88,US-Asia,Berlin,Road,4.01,6.38,1
V105,7.01,US-Asia,Dubai,Road,0.28,8.52,1
V105,6.8,US-Asia,New York,Rail,6.95,3.61,1
V103,4.08,Africa-Europe,Shanghai,Rail,8.08,1.46,1
V103,0.15,MiddleEast-Asia,Berlin,Sea,6.64,3.32,0
V106,5.83,MiddleEast-Asia,New York,Road,1.51,4.55,0
V102,2.53,MiddleEast-Asia,Singapore,Air,1.03,5.33,0
V106,4.5,Africa-Europe,Mumbai,Air,5.73,5.11,1
V104,9.58,Europe-US,New York,Rail,4.02,5.46,1
V101,3.99,US-Asia,Dubai,Road,4.29,8.42,1
V105,8.4,Europe-US,Shanghai,Rail,9.68,1.7,1
V102,1.89,Africa-Europe,Shanghai,Rail,7.24,3.16,0
V101,6.72,MiddleEast-Asia,New York,Air,4.12,8.89,1
V102,9.77,US-Asia,Singapore,Air,0.19,5.6,1
V106,1.02,Asia-Europe,Mumbai,Road,0.34,5.83,0
V103,0.08,Asia-Europe,Dubai,Rail,6.85,4.78,0
V105,4.34,Europe-US,New York,Sea,8.38,5.49,1
V106,0.93,MiddleEast-Asia,New York,Road,7.08,1.98,0
V101,7.48,Asia-Europe,Shanghai,Rail,4.06,5.47,1
V101,9.15,Europe-US,Dubai,Road,0.31,9.97,1
V101,4.34,Africa-Europe,Mumbai,Road,9.67,5.66,1
V101,2.59,Europe-US,Shanghai,Road,9.86,0.44,1
V101,4.34,Europe-US,New York,Sea,5.49,7.96,1
V102,7.23,Europe-US,Shanghai,Sea,0.71,3.96,0
V106,0.09,US-Asia,Shanghai,Air,5.41,1.54,0
V105,5.89,Europe-US,Berlin,Air,8.92,8.63,1
V103,6.13,Europe-US,Shanghai,Rail,6.8,1.98,1
V103,6.38,US-Asia,Singapore,Road,7.2,9.21,1
V106,2.42,US-Asia,Shanghai,Rail,0.85,4.42,0
V106,7.14,Africa-Europe,Singapore,Air,1.07,7.43,1
V103,0.91,MiddleEast-Asia,Dubai,Sea,1.27,5.47,0
V103,1.99,Asia-Europe,Shanghai,Air,9.04,2.57,1
V102,8.77,Asia-Europe,Mumbai,Rail,5.26,6.71,1
V104,7.39,Europe-US,Singapore,Air,7.92,9.58,1
V105,0.14,Africa-Europe,Singapore,Rail,1.15,7.7,0
V101,2.48,Europe-US,New York,Rail,9.28,6.04,1
V104,2.14,Asia-Europe,Dubai,Rail,8.21,9.91,1
V106,2.71,US-Asia,Shanghai,Rail,2.25,2.65,0
V103,2.48,MiddleEast-Asia,Mumbai,Air,8.74,0.62,0
V104,0.63,Africa-Europe,New York,Rail,2.63,0.32,0
V105,4.59,US-Asia,Dubai,Rail,2.05,7.11,1
V106,7.33,MiddleEast-Asia,Singapore,Road,2.64,8.3,1
V101,6.07,Africa-Europe,Mumbai,Rail,9.1,6.35,1
V101,6.73,Africa-Europe,Shanghai,Air,9.16,9.05,1
V105,0.81,Asia-Europe,Berlin,Rail,3.29,6.98,0
V105,9.51,US-Asia,Berlin,Sea,7.05,3.71,1
V103,8.38,Africa-Europe,Dubai,Sea,6.76,1.81,1
V101,8.05,Africa-Europe,Mumbai,Rail,8.07,9.25,1
V106,8.23,MiddleEast-Asia,New York,Sea,2.97,1.04,0
V104,9.33,Asia-Europe,Mumbai,Sea,5.1,5.43,1
V106,5.44,Europe-US,Singapore,Air,6.68,3.14,1
V102,2,Asia-Europe,Berlin,Road,0.26,2.71,0
V102,6.17,Europe-US,Dubai,Sea,3.77,6.46,1
V105,7.43,US-Asia,Shanghai,Sea,6.96,2.31,1
V103,7.38,US-Asia,Mumbai,Road,2.53,9.16,1
V102,5.21,Africa-Europe,Berlin,Road,9.58,4.06,1
V101,0.68,US-Asia,New York,Sea,0.3,6.77,0
V106,3.71,Africa-Europe,Dubai,Rail,9.58,7.28,1
V106,9.21,Asia-Europe,Shanghai,Sea,2.17,6.83,1
V105,5.84,US-Asia,Mumbai,Rail,0.49,9.03,1
V104,5.38,Asia-Europe,New York,Rail,2.92,2.31,0
V105,2.69,Asia-Europe,Shanghai,Rail,7.86,0.86,0
V104,3.68,US-Asia,Singapore,Road,7.52,0.55,0
V105,8.95,Asia-Europe,Berlin,Sea,2.09,8.78,1
V105,6.66,US-Asia,Singapore,Sea,1.97,9.73,1
V105,7.87,US-Asia,Berlin,Air,6.43,3.03,1
V104,4.54,US-Asia,New York,Road,4.58,6.94,1
V104,6.3,Europe-US,Singapore,Air,7.92,0.09,1
V105,2.48,Asia-Europe,Berlin,Air,0.24,1.89,0
V102,7.05,MiddleEast-Asia,Dubai,Rail,6.1,6.89,1
V103,4.28,US-Asia,New York,Road,7.31,0.66,0
V103,4.43,Asia-Europe,Berlin,Air,9.93,4.69,1
V103,6.49,Africa-Europe,Mumbai,Sea,6.79,6.63,1
V104,9.36,US-Asia,Berlin,Air,2.32,7.66,1
V104,0.64,US-Asia,Singapore,Road,1.08,4.54,0
V102,8.25,MiddleEast-Asia,Dubai,Sea,6.41,6.3,1
V103,2.92,Europe-US,Shanghai,Sea,5.23,5.4,1
V103,4.44,Europe-US,Shanghai,Sea,8.99,0.52,1
V105,0.22,US-Asia,Berlin,Rail,7.27,7.43,1
V104,3.01,Asia-Europe,Shanghai,Sea,5.1,1.72,0
V103,5.03,Africa-Europe,Berlin,Rail,4.04,0.32,0
V106,0.56,Africa-Europe,Dubai,Rail,4.04,4.51,0
V102,4.91,Asia-Europe,Shanghai,Air,2.26,8.66,1
V106,9.27,US-Asia,Singapore,Air,0.17,1.51,0
V106,1.05,Africa-Europe,Singapore,Sea,5.75,0.13,0
V102,7.64,Europe-US,Mumbai,Road,2.12,1.1,0
V106,4.1,Asia-Europe,Berlin,Sea,2.08,3.64,0
V103,6.55,MiddleEast-Asia,Shanghai,Air,1.25,5.8,1
V104,2.6,US-Asia,Singapore,Sea,1.9,1.93,0
V102,1.59,Asia-Europe,Dubai,Air,0.32,8.02,0
V105,1.6,Africa-Europe,Dubai,Sea,6.74,7.53,1
V106,0.7,US-Asia,Mumbai,Road,4.01,6.96,0
V102,1.86,Europe-US,Dubai,Sea,5.62,4.87,0
V101,6.64,US-Asia,Dubai,Road,6.37,3.65,1
V101,8.82,US-Asia,Shanghai,Road,9.72,3.76,1
V104,8.14,Europe-US,Berlin,Sea,0.68,5.03,1
V103,6.85,Europe-US,New York,Road,4.18,0.77,0
V104,1.1,US-Asia,Dubai,Road,2.46,6.82,0
V104,2.89,Europe-US,Dubai,Air,4.77,3.52,0
V104,3.1,Asia-Europe,New York,Air,9.2,2.25,1
V104,2.5,Europe-US,Dubai,Road,7.24,2.78,1
V105,5.15,Europe-US,Shanghai,Rail,6.62,1.8,1
V105,5.36,US-Asia,Shanghai,Sea,4.41,9.02,1
V102,3.57,Asia-Europe,New York,Road,6.71,1.69,0
V101,3.54,MiddleEast-Asia,Singapore,Sea,0.32,8.83,1
V104,8.29,MiddleEast-Asia,Dubai,Air,5.86,5.72,1
V102,7.89,Africa-Europe,Singapore,Sea,5.54,8.67,1
V101,3.08,Europe-US,Dubai,Road,3.47,4.74,0
V106,9.14,Europe-US,Berlin,Road,2.02,9.28,1
V103,9.53,Asia-Europe,Dubai,Road,8.08,2.11,1
V105,3.27,MiddleEast-Asia,Shanghai,Road,0.54,5.55,0
V106,3.54,Africa-Europe,Mumbai,Rail,0.7,1.26,0
V101,5.06,Asia-Europe,Mumbai,Rail,4.41,4.47,1
V106,9.41,Europe-US,Mumbai,Rail,2.53,5.7,1
V103,8.76,MiddleEast-Asia,Mumbai,Road,7.45,6.06,1
V101,1.03,Africa-Europe,Singapore,Rail,6.34,3.66,0
V106,3.93,US-Asia,Singapore,Sea,7.73,0.76,0
V105,5.53,MiddleEast-Asia,Dubai,Road,3.25,6.55,1
V105,5.03,Africa-Europe,Singapore,Air,7.41,4.88,1
V102,1.94,Asia-Europe,Dubai,Road,8.62,1.37,0
V106,8.59,US-Asia,Berlin,Sea,3.45,9.36,1
V104,6.77,Africa-Europe,Dubai,Rail,3.4,9.56,1
V106,8.38,Africa-Europe,Mumbai,Road,9,8.57,1
V101,8.59,Europe-US,New York,Rail,0.5,8.44,1
V101,7.48,MiddleEast-Asia,New York,Road,3.5,0.99,0
V106,4.39,Europe-US,Shanghai,Sea,1.19,9.93,1
V103,6.11,US-Asia,Shanghai,Road,0.29,4,0
V105,1.6,Africa-Europe,Dubai,Rail,1.13,1.63,0
V101,6.74,Europe-US,New York,Rail,4.31,8.12,1
V105,1.79,MiddleEast-Asia,Mumbai,Sea,6.87,2.26,0
V101,6.94,US-Asia,Singapore,Road,2.89,5.26,1
V102,2.3,Asia-Europe,Mumbai,Air,8.5,1.28,0
V104,1.18,Europe-US,Mumbai,Road,4.38,4.75,0
V101,1.65,US-Asia,Dubai,Sea,9.68,5.58,1
V105,0.02,Asia-Europe,Dubai,Air,9.54,4.46,1
V102,7.19,Europe-US,Berlin,Sea,7.73,0.69,1
V101,7.32,US-Asia,Mumbai,Road,9.32,4.85,1
V103,5.15,US-Asia,Mumbai,Air,7.07,4.69,1
V104,1.61,Europe-US,Dubai,Sea,8.96,2.62,1
V101,0.84,US-Asia,Dubai,Rail,2.36,9.22,0
V102,0.19,Africa-Europe,Berlin,Air,3.45,4.18,0
V103,1.66,Europe-US,Berlin,Air,7.53,8.64,1
V106,8.91,US-Asia,Shanghai,Sea,4.25,1.1,1
V102,2.42,Asia-Europe,New York,Rail,8.37,3.19,1
V102,3.54,Asia-Europe,Mumbai,Air,8.78,1.76,1
V103,1.05,Africa-Europe,Mumbai,Sea,3,4.08,0
V102,2.22,Europe-US,Berlin,Air,8.23,1.12,0
V103,5.19,US-Asia,Berlin,Air,1.54,4.41,0
V101,6.08,US-Asia,Shanghai,Air,3.34,3.54,1
V103,2.45,Asia-Europe,New York,Rail,5.18,2.23,0
V103,0.58,Africa-Europe,Shanghai,Road,2.26,6.42,0
V104,3.91,Asia-Europe,New York,Road,5.79,9.51,1
V103,2.34,Asia-Europe,Singapore,Rail,5.79,2.07,0
